codeswitch_sentence,languages
ماكان فيه instagram موجود بس على استحياء وموب عندنا فالسعودية facebook موب عندنا فالسعودية الناس ال followers يمكن مناطق اخرى بس مو فالتركيز عندنا فالسعودية,Saudi-English
فكنا نعتمد فال marketing على ال word of mouth,Saudi-English
هي ال word of mouth فكنا اء تجربة الناس نفسهم تجربة يروح اول مايرجع البيت بيقول للاهله بيقول ثاني يوم يقابل اخوياه بيقول لاخوياه صاحباتها,Saudi-English
والى اخره فا كانت هي ال word of mouth هي سبب انتشار,Saudi-English
انتوا بديتوا august الفين واربعطعش احنا بقينا august september الفين واربعطعش طال عمرك,Saudi-English
الفين وستطعش يعني تقدر تقول يعني مو مرجع راس مالك بس نوعا ما يعني ايه يعني خلاص almost there و والعشرين مليون انحطت نتوسع,Saudi-English
يا سلام على البداية الوردية يا سلام على الارقام كان فيه excitement طبعا,Saudi-English
وحطينا plan كانت هي لاتزال شغف بس كانت pure شغف اصبحت شغف مع استثمار طويل الامد,Saudi-English
موضوع جلسة العوائل وجلسة ال ال singles,Saudi-English
وقلنا ماخذين ال risk ماخذين ال risk ولمن جينا قدمنا على البلدية عشان ناخذ الرخصة,Saudi-English
في نوزومي كان فيه ستار يفصل عند ال sushi bar,Saudi-English
ما ما ماتغير علي شيء بس اذكر وش اشهر كلمة في ذيك المرحلة partition اء partition كان عندنا partition ايه,Saudi-English
فال فيه عندنا صالات اللي هي الحفلات الخاصة ال private dining room صحيح كان اسمها vdr the private dining room كنا حاطين فالعوائل المحافظة كانت تفضل انها تروح هناك كان ايه,Saudi-English
كنت تروح هناك او تجيب لها partition احنا كنا نتحاشى عشان مانبغى ال culture حق ال partition يجي للمطعم,Saudi-English
من الزبون العميل انه طلبت partition وتاخروا علي او قالوا لي للاسف مافيه partition,Saudi-English
كل شيء سري فيه شكوى عليكم انه طلب partition وانتم ما اعطيتوهم partition,Saudi-English
لا فيه partiton يمكن صار سوء فهم احيان ترا يصير سوء فهم يعني انا مو قصدي انه هذا يصير فيه سوء فهم من الاجنبي مو فاهم,Saudi-English
ماهم فاهمين انه ليش اجيب partition وليش اجيب طب احاول يقنع الزبون انه ما يحتاج partition من حبنا وشغفنا للمكان نبغاه يشوف المكان,Saudi-English
انه هو تعود على كذا بس انت لو سالت لو قلت له طب انا ما اجيب لك ال partition بس جرب,Saudi-English
ولو نص ساعة ساعة ما عجبك اجيب لك ال partition,Saudi-English
فعلا بعد فترة ترا ما كملنا اقل من سنة ماعاد فيه عندنا ولا partition,Saudi-English
فال private room السجاد موجود وقت ماهو يبغى يقوم يطلب يصلي سكر الباب صح ما تستقبل بس اللي جوا وقاعد ياكل يكمل اكله,Saudi-English
لانه احنا ربطناها بانه again في العرف,Saudi-English
ok بعد ما تخلص الصلاة نرجع نرفع الموسيقى الناس كانت تعجبهم موضوع الموسيقى انه فيه موسيقى لانه الموسيقى يا سيدي الفاضل قصتها كيف بدات فالمطاعم برا فالخارج,Saudi-English
كانت هي اللي تعطي ال privacy,Saudi-English
ولانهم قريبين من بعض الموسيقى كانت تعر تعطي ال ال sound privacy بين بين الطاولات,Saudi-English
ادى الى خطوتين ايه نعم الخطوة الاولى انك سويتوا نوزومي catering او صحيح نوزومي take away ص catering و take away وسويتوا,Saudi-English
ارث كافيه urth cafe طال عمرك علمنا عن عن يعني بشكل موجز عن هالخطوتين هذولي نعم هذولي هم اللي صاروا في الفين وخمسطعش بدا العمل عليهم بدا العمل عليهم في الفين وخمسطعش مباشرة,Saudi-English
نقول طيب الخطوة الجاية بدينا فال catering ال catering اء كانت تجينا طلبات,Saudi-English
لل catering اء طلبات خاصة,Saudi-English
وما كان عندنا ال التاهيل فالمطعم انه يكون عندنا team متخصص فال catering,Saudi-English
وكانت انه exception ال basis يطلعوا,Saudi-English
team من المطعم من المطبخ يطلعوا يقوموا يادوا ال catering,Saudi-English
ويرجعوا مرة ثانية طبعا و yeah تدفع لهم ال overtime و و الى اخره انه اشتغلوا الى ساعات متاخرة فا,Saudi-English
بعدين قلت طيب هذي الطلبات احنا ماحنا قاعدين نسوق لها وتجينا طلبات خاصة معينة من زباين معينين والى اخره فا طب ليش ما نبدا نفكر فيها from a business model,Saudi-English
ok انه هذا ال business بدينا نفكر فيها في ال catering طيب كانت الخطة الاولى,Saudi-English
احنا نبغى نسوي catering بس غي طبيعة ال japanese food انت ماتقدم سخانات تحطها في بوفيه لا its live coocking,Saudi-English
وفيها preparation وفيها live coocking on the spot طب معناته نبغى stations,Saudi-English
وال station نبغاها على نفس الديكور حق نوزومي فتم تفصيل stations كاملة وقتها صمم لنا اياها,Saudi-English
يصممها ويصنعها في في لندن تم تصميمها بالكامل جبناها جبنا ال truck كانت heavy equipments,Saudi-English
اء وكنا نسوي catering وسوينا catering مرة كثير سوينا في بيوت,Saudi-English
خاصة يعني حفلات عشاء خاصة و و الى اخره نفس ال experience اللي تاخذها فالمطعم,Saudi-English
نفس بالطاولات foldable legs الطاولات اللي هي تتطبق بس نفس الخشب,Saudi-English
اء الكراسي نفس الكراسي بس foldable عشان تتجمع وتروح وتنحط,Saudi-English
فانت تاخذ ال experience اللي تاخذها فالمطعم تاخذها في الحفلة الخاصة ok او مكانك الخاص مزرعة بس ما كملتوا ليش,Saudi-English
اء تكلفة ال operation كانت الفين عالشخص انتوا كنتوا اغلى,Saudi-English
catering كنا ويالله هذا مع مع العلم انه ما كانت تغطي التكاليف,Saudi-English
number two لان انت عندك fixed coast لمن تعين موظفين فانت معناته تكلفة ثابتة salaries اذا ما جاتك catering,Saudi-English
انت zero revenue وعندك تكلفة ثابتة جالسة تطلع,Saudi-English
الشيء الثاني وهذولي chef of ومقدمين الخدمة لانه يطلعوا chefs ويطلعوا service اثنين مع بعض ال team,Saudi-English
طبعا هذا فادنا في احنا في business المطعم لان احنا الاساس هو المطعم وليس ال catering,Saudi-English
وخف الطلب على ال catering صار الطلب ال catering very exceptional,Saudi-English
ok والله ركزنا قلنا خلاص ال catering نبغى نوقفه نوقف ال catering اليوم احنا موجود عندنا catering,Saudi-English
بس بطريقة مختلفة ماعاد فيه ال stations اللي احنا نوديها,Saudi-English
حنا نروح ل catering اذا انت عندك المطبخ مجهز,Saudi-English
ok وماهي ماهي عملية,Saudi-English
فنسوي catering و very exceptional ok اليوم بس بطريقة مختلفة,Saudi-English
و فنفس الوقت برضو كنتوا شغالين على urth cafe فنفس الوقت ليش ما كان تحت الشركة,Saudi-English
